order_id,customer_id,order_date,delivery_days,discount_pct,order_status
315,216,12/3/2024,3,0,Delivered
316,216,12/17/2024,3,5,Delivered
317,217,4/3/2024,4,15,Delivered
318,218,6/17/2025,4,0,Delivered
319,219,3/6/2024,3,10,Delivered
320,220,10/23/2025,4,10,Cancelled
321,221,5/27/2025,2,10,Delivered
322,222,5/18/2024,1,10,Delivered
323,223,7/4/2024,1,0,Delivered
324,224,7/27/2024,4,15,Delivered
325,225,8/3/2024,5,0,Delivered
326,226,9/15/2024,9,15,Delivered
327,227,5/15/2024,6,10,Delivered
328,228,7/26/2025,3,20,Delivered
329,229,3/30/2024,4,5,Delivered
330,229,4/30/2024,6,0,Delivered
331,230,7/25/2024,4,0,Delivered
332,231,5/10/2024,4,5,Delivered
333,231,6/7/2024,7,20,Delivered
334,232,1/4/2024,9,0,Returned
335,233,4/30/2024,4,20,Delivered
336,233,6/3/2024,6,5,Delivered
337,234,1/20/2025,4,20,Delivered
338,234,2/10/2025,7,5,Cancelled
339,235,9/9/2025,2,10,Delivered
340,236,2/9/2024,1,0,Delivered
341,236,3/21/2024,6,15,Delivered
342,237,12/6/2024,1,15,Delivered
343,238,10/8/2025,6,20,Delivered
344,239,1/25/2024,4,0,Delivered
345,240,8/29/2024,3,10,Delivered
346,240,8/31/2024,4,15,Delivered
347,241,4/2/2025,8,5,Delivered
348,241,6/6/2025,8,5,Delivered
349,241,7/22/2025,3,0,Delivered
350,242,9/14/2025,4,0,Delivered
351,243,11/2/2024,3,20,Delivered
352,244,8/22/2025,2,20,Delivered
353,245,8/20/2025,6,0,Delivered
354,245,8/30/2025,6,0,Delivered
355,246,3/11/2024,3,0,Delivered
356,247,5/10/2024,1,0,Returned
357,247,6/10/2024,2,5,Cancelled
358,248,7/16/2024,6,0,Returned
359,248,7/17/2024,6,0,Delivered
360,249,5/23/2024,1,0,Delivered
361,249,5/28/2024,6,5,Delivered
362,250,3/20/2025,5,5,Delivered
363,251,10/10/2024,2,0,Delivered
364,252,11/9/2024,5,0,Delivered
365,253,6/19/2025,5,0,Delivered
366,253,6/26/2025,3,0,Delivered
367,253,6/28/2025,2,15,Delivered
368,254,10/28/2025,3,5,Delivered
369,255,10/6/2024,2,15,Delivered
370,256,3/2/2024,1,15,Delivered
371,256,4/18/2024,3,10,Delivered
372,257,11/14/2024,3,0,Returned
373,258,2/25/2024,3,10,Cancelled
374,259,6/2/2024,5,0,Delivered
375,259,6/8/2024,6,0,Delivered
376,260,11/10/2024,5,0,Returned
377,261,6/30/2025,1,5,Delivered
378,262,7/20/2025,3,0,Delivered
379,263,1/26/2025,2,5,Returned
380,264,7/4/2025,6,10,Returned
381,265,9/16/2025,6,20,Delivered
382,265,10/7/2025,6,0,Delivered
383,266,6/29/2024,9,5,Delivered
384,266,7/1/2024,3,0,Delivered
385,266,7/11/2024,7,0,Delivered
386,267,12/27/2024,7,0,Cancelled
387,268,11/10/2024,1,15,Delivered
388,268,12/27/2024,6,0,Cancelled
389,269,4/10/2024,5,5,Cancelled
390,269,4/14/2024,1,0,Delivered
391,270,8/3/2024,5,20,Delivered
392,271,5/19/2024,7,10,Returned
393,271,7/31/2024,3,0,Delivered
394,271,9/24/2024,3,0,Delivered
395,272,1/6/2024,2,0,Delivered
396,273,4/18/2024,4,0,Delivered
397,274,6/30/2025,5,0,Delivered
398,275,2/11/2024,8,10,Delivered
399,276,10/26/2025,4,0,Delivered
400,277,3/3/2025,2,0,Delivered
401,277,3/16/2025,6,15,Returned
402,278,9/25/2025,4,10,Delivered
403,279,9/19/2024,5,10,Delivered
404,280,3/3/2025,6,10,Delivered
405,281,3/27/2024,6,10,Delivered
406,281,5/20/2024,4,15,Delivered
407,282,4/9/2025,3,0,Delivered
408,282,7/24/2025,7,10,Returned
409,283,3/16/2024,5,0,Cancelled
410,284,4/19/2025,3,5,Cancelled
411,285,2/21/2025,2,5,Delivered
412,285,4/12/2025,3,0,Delivered
413,286,4/3/2025,6,0,Cancelled
414,286,4/26/2025,4,0,Delivered
415,286,6/3/2025,6,0,Delivered
416,287,10/12/2024,4,5,Delivered
417,288,8/29/2024,6,0,Delivered
418,289,8/21/2025,3,10,Delivered
419,290,10/15/2025,3,15,Delivered
420,291,7/12/2025,4,0,Delivered
421,292,1/8/2025,4,0,Delivered
422,292,2/16/2025,6,15,Delivered
423,293,5/10/2025,4,5,Delivered
424,293,7/30/2025,1,0,Delivered
425,294,9/18/2025,2,0,Delivered
426,295,2/17/2024,2,0,Delivered
427,296,2/4/2025,1,0,Delivered
428,297,9/7/2024,7,15,Delivered
429,298,9/10/2025,7,0,Returned
430,299,8/20/2025,1,0,Delivered
431,300,3/29/2025,3,5,Delivered
432,301,5/1/2025,4,0,Delivered
433,302,10/11/2025,4,15,Delivered
434,302,11/25/2025,6,0,Delivered
435,303,9/11/2025,5,10,Delivered
436,304,1/18/2024,5,15,Returned
437,304,3/1/2024,4,5,Delivered
438,305,8/29/2025,5,0,Delivered
439,306,10/27/2025,3,0,Returned
440,307,10/18/2024,3,0,Delivered
441,308,2/17/2025,6,0,Delivered
442,309,10/1/2025,4,0,Delivered
443,309,10/23/2025,8,10,Delivered
444,310,8/25/2024,5,0,Delivered
445,311,2/23/2025,4,10,Delivered
446,311,3/12/2025,5,10,Delivered
447,312,5/13/2025,5,10,Delivered
448,313,9/29/2025,3,0,Delivered
449,314,10/14/2025,4,0,Cancelled
450,314,10/16/2025,7,10,Delivered
451,315,4/26/2024,2,20,Cancelled
452,315,5/1/2024,7,5,Returned
453,316,8/22/2024,3,0,Delivered
454,317,6/25/2025,1,20,Delivered
455,318,1/13/2024,5,0,Delivered
456,319,7/26/2024,4,20,Delivered
457,319,7/30/2024,5,0,Delivered
458,319,8/24/2024,6,0,Delivered
459,320,9/5/2024,6,10,Delivered
460,321,7/14/2025,5,5,Delivered
461,322,5/6/2024,1,15,Delivered
462,323,5/28/2024,9,15,Delivered
463,324,4/27/2024,4,20,Returned
464,325,1/17/2025,2,10,Cancelled
465,326,2/15/2025,7,0,Delivered
466,326,5/25/2025,7,15,Delivered
467,327,10/28/2025,6,5,Delivered
468,328,8/6/2025,4,10,Delivered
469,328,9/3/2025,6,5,Returned
470,329,1/1/2025,2,5,Delivered
471,330,5/23/2025,6,10,Delivered
472,331,5/19/2024,5,15,Cancelled
473,332,6/25/2024,7,15,Returned
474,333,10/18/2024,3,5,Delivered
475,334,4/26/2025,2,15,Delivered
476,335,1/22/2024,1,0,Delivered
477,336,7/16/2024,4,0,Returned
478,337,11/27/2024,3,5,Delivered
479,337,12/6/2024,5,20,Delivered
480,338,6/23/2024,1,0,Delivered
481,339,3/28/2025,4,0,Delivered
482,339,4/17/2025,1,0,Delivered
483,340,12/20/2024,4,0,Delivered
484,340,1/16/2025,6,5,Returned
485,341,5/15/2025,4,10,Returned
486,342,5/24/2024,1,15,Delivered
487,342,5/27/2024,6,0,Delivered
488,343,4/5/2024,4,0,Cancelled
489,344,8/29/2024,1,0,Delivered
490,345,7/27/2024,2,20,Delivered
491,345,8/25/2024,5,5,Delivered
492,346,7/17/2025,6,15,Delivered
493,347,3/10/2025,3,15,Cancelled
494,348,9/2/2024,4,0,Delivered
495,349,11/13/2024,6,20,Delivered
496,349,2/1/2025,1,5,Returned
497,349,2/17/2025,3,0,Delivered
498,349,3/2/2025,6,5,Delivered
499,349,4/7/2025,5,10,Delivered
500,349,5/10/2025,1,10,Delivered
501,349,7/1/2025,1,0,Delivered
502,350,10/25/2024,5,5,Delivered
503,351,10/1/2025,4,5,Delivered
504,351,12/26/2025,7,15,Delivered
505,352,10/9/2024,3,0,Delivered
506,353,1/17/2024,2,0,Delivered
507,354,3/14/2024,1,0,Delivered
508,354,3/18/2024,3,0,Delivered
509,355,9/26/2024,4,0,Returned
510,356,11/21/2024,2,0,Delivered
511,357,11/1/2024,5,5,Delivered
512,358,3/28/2025,5,5,Returned
513,359,1/10/2024,1,10,Delivered
514,360,11/10/2024,4,5,Delivered
515,361,4/14/2024,2,0,Delivered
516,362,7/14/2024,6,10,Delivered
517,363,7/27/2025,3,10,Delivered
518,364,6/14/2025,4,15,Delivered
519,364,7/17/2025,1,10,Delivered
520,365,6/23/2024,4,0,Delivered
521,366,6/23/2025,4,0,Delivered
522,366,7/4/2025,3,10,Returned
523,367,9/8/2024,4,0,Delivered
524,367,9/16/2024,3,0,Delivered
525,368,1/25/2025,3,10,Delivered
526,369,7/25/2024,4,15,Delivered
527,370,6/27/2025,9,5,Returned
528,371,9/23/2025,1,5,Returned
529,372,2/21/2025,3,0,Delivered
530,373,1/18/2025,3,15,Returned
531,373,3/16/2025,4,20,Delivered
532,374,5/27/2024,4,15,Delivered
533,375,1/26/2024,2,15,Delivered
534,376,11/1/2025,5,15,Delivered
535,376,11/2/2025,2,5,Delivered
536,377,3/13/2024,1,0,Cancelled
537,378,9/23/2025,4,0,Delivered
538,378,10/1/2025,5,20,Delivered
539,379,4/2/2024,1,20,Delivered
540,379,4/15/2024,1,0,Delivered
541,380,5/21/2025,1,20,Delivered
542,381,8/22/2025,5,15,Delivered
543,382,12/3/2024,6,0,Delivered
544,383,3/3/2025,1,15,Delivered
545,384,5/14/2025,3,0,Cancelled
546,384,5/30/2025,5,5,Cancelled
547,384,6/21/2025,3,15,Delivered
548,385,1/1/2025,7,15,Delivered
549,386,9/21/2025,4,15,Delivered
550,386,10/13/2025,5,15,Delivered
551,386,11/11/2025,3,5,Delivered
552,386,11/17/2025,4,15,Delivered
553,386,12/26/2025,2,15,Delivered
554,387,7/21/2024,2,20,Returned
555,388,2/20/2025,2,15,Delivered
556,389,12/4/2024,3,0,Delivered
557,389,2/24/2025,5,0,Delivered
558,389,3/6/2025,4,0,Returned
559,390,10/22/2025,9,0,Delivered
560,390,12/27/2025,4,15,Delivered
561,391,3/4/2025,5,5,Delivered
562,391,5/18/2025,2,0,Delivered
563,392,5/22/2024,8,20,Delivered
564,393,6/28/2025,4,0,Delivered
565,393,9/28/2025,8,5,Delivered
566,394,2/28/2024,3,5,Delivered
567,395,8/23/2024,2,10,Delivered
568,396,10/21/2025,4,0,Delivered
569,397,3/11/2025,1,0,Delivered
570,397,4/20/2025,3,15,Delivered
571,398,1/20/2025,10,5,Delivered
572,399,7/13/2025,1,5,Delivered
573,399,9/18/2025,2,0,Delivered
574,400,7/13/2024,4,0,Delivered
575,400,8/21/2024,4,0,Delivered
576,401,10/13/2025,2,5,Returned
577,402,6/17/2025,5,20,Delivered
578,403,6/5/2025,3,10,Delivered
579,403,6/9/2025,2,0,Delivered
580,404,7/6/2024,6,0,Delivered
581,404,9/2/2024,3,5,Delivered
582,405,10/22/2024,4,15,Delivered
583,406,11/30/2024,4,0,Delivered
584,406,1/16/2025,2,0,Delivered
585,406,2/14/2025,3,5,Returned
586,406,3/12/2025,2,10,Delivered
587,407,4/27/2024,4,15,Delivered
588,408,2/22/2024,5,0,Delivered
589,408,3/9/2024,1,10,Delivered
590,409,3/26/2024,2,5,Delivered
591,410,11/28/2024,3,0,Delivered
592,411,7/13/2025,4,20,Delivered
593,412,12/3/2024,3,0,Delivered
594,412,12/16/2024,4,0,Delivered
595,413,6/15/2025,6,15,Delivered
596,413,8/15/2025,1,10,Delivered
597,413,10/11/2025,2,0,Delivered
598,413,10/23/2025,1,5,Delivered
599,414,8/8/2024,5,5,Delivered
600,415,9/27/2025,6,10,Cancelled
601,416,11/20/2024,2,5,Delivered
602,416,11/25/2024,5,0,Cancelled
603,417,1/6/2024,4,0,Delivered
604,417,1/7/2024,8,10,Delivered
605,417,2/14/2024,5,10,Delivered
606,417,2/17/2024,5,15,Delivered
607,418,7/26/2024,7,5,Delivered
608,419,2/10/2024,3,0,Delivered
609,420,2/28/2024,3,10,Delivered
610,421,7/28/2025,1,5,Returned
611,422,10/9/2025,5,5,Returned
612,422,12/12/2025,6,5,Delivered
613,423,5/21/2025,2,20,Delivered
614,423,5/30/2025,1,0,Delivered
615,424,7/26/2025,4,0,Delivered
616,424,8/29/2025,4,5,Delivered
617,425,5/2/2024,6,5,Delivered
618,426,4/27/2025,4,0,Delivered
619,426,7/26/2025,6,0,Delivered
620,427,9/11/2025,3,5,Delivered
621,427,10/31/2025,4,20,Delivered
622,428,4/6/2024,5,5,Delivered
623,428,4/9/2024,7,5,Delivered
624,429,2/17/2025,1,0,Delivered
625,430,8/24/2024,3,20,Delivered
626,431,3/2/2024,4,5,Delivered
627,432,9/15/2024,2,15,Delivered
628,433,7/17/2025,5,0,Delivered
629,434,12/15/2024,4,0,Delivered
630,434,2/21/2025,3,0,Cancelled
631,435,5/3/2024,5,5,Delivered
632,436,4/30/2025,4,0,Delivered
633,436,5/7/2025,7,5,Delivered
634,436,5/12/2025,7,5,Delivered
635,436,5/15/2025,6,0,Delivered
636,437,11/13/2024,1,20,Delivered
637,438,5/18/2025,1,0,Delivered
638,439,2/19/2024,5,5,Delivered
639,440,2/14/2025,6,0,Returned
640,441,5/17/2024,1,0,Delivered
641,442,7/23/2024,5,10,Delivered
642,442,8/1/2024,7,10,Cancelled
643,442,10/2/2024,2,0,Delivered
644,443,9/8/2024,5,0,Cancelled
645,444,11/11/2024,1,0,Cancelled
646,445,1/4/2025,3,10,Delivered
647,446,3/8/2025,3,0,Delivered
648,447,4/25/2025,1,0,Delivered
649,448,11/10/2024,7,0,Delivered
650,449,5/15/2025,4,5,Delivered
651,450,12/20/2024,5,0,Delivered
652,451,5/3/2025,7,15,Delivered
653,451,5/27/2025,4,5,Returned
654,452,7/31/2024,3,15,Delivered
655,453,2/14/2024,5,15,Delivered
656,453,3/19/2024,7,5,Delivered
657,453,5/11/2024,2,0,Delivered
658,454,6/28/2025,5,0,Delivered
659,454,9/15/2025,5,20,Delivered
660,455,7/28/2025,10,15,Cancelled
661,455,10/2/2025,4,20,Delivered
662,455,11/19/2025,4,10,Delivered
663,456,8/7/2025,6,5,Delivered
664,457,4/2/2024,3,5,Delivered
665,458,9/21/2024,2,10,Returned
666,459,8/7/2024,5,0,Delivered
667,460,3/19/2025,6,15,Returned
668,461,2/7/2025,3,0,Returned
669,462,2/7/2025,3,5,Delivered
670,463,7/30/2025,4,20,Delivered
671,464,5/5/2025,5,0,Delivered
672,465,4/30/2025,3,0,Returned
673,466,4/15/2025,1,0,Delivered
674,467,7/28/2025,4,10,Delivered
675,468,3/24/2025,5,20,Delivered
676,468,4/1/2025,6,0,Returned
677,468,5/17/2025,6,20,Delivered
678,469,9/25/2024,2,15,Returned
679,470,9/26/2024,4,0,Delivered
680,470,10/3/2024,5,0,Delivered
681,470,10/26/2024,4,20,Returned
682,470,12/15/2024,2,5,Delivered
683,471,2/23/2024,2,20,Cancelled
684,472,6/14/2025,6,20,Delivered
685,473,6/3/2025,2,10,Delivered
686,474,9/7/2025,4,5,Delivered
687,474,9/13/2025,4,0,Delivered
688,474,11/11/2025,1,0,Delivered
689,475,2/28/2024,6,15,Delivered
690,476,2/9/2024,4,10,Delivered
691,477,8/28/2024,4,0,Delivered
692,478,1/20/2025,1,0,Delivered
693,479,8/28/2025,7,0,Delivered
694,479,9/7/2025,1,5,Delivered
695,479,10/16/2025,4,5,Returned
696,480,10/11/2025,5,0,Delivered
697,480,10/25/2025,6,20,Cancelled
