order_item_id,order_id,product_id,quantity,unit_price
88,41,51,2,161.53
89,41,33,1,16.43
90,42,13,1,204.71
91,43,17,1,174.57
92,44,30,1,171.56
93,44,21,2,171.03
94,45,56,1,10.76
95,45,60,1,140.29
96,46,36,1,48.21
97,46,11,2,136.16
98,46,44,2,127
99,47,6,2,203.91
100,48,57,2,150.28
101,48,30,2,179.56
102,49,56,2,11.64
103,50,17,1,175.9
104,51,41,2,56.99
105,51,44,2,127.51
106,52,31,1,195.42
107,52,37,2,162.98
108,52,27,1,136.02
109,53,29,1,35.86
110,54,21,1,193.87
111,54,53,1,80.88
112,55,5,1,141.21
113,55,54,2,72.28
114,55,1,2,171.75
115,56,20,2,102.49
116,56,44,1,130.95
117,56,22,1,122.03
118,57,2,2,23.36
119,57,27,2,134.01
120,58,15,1,113.88
121,58,31,1,207.65
122,58,27,2,140.28
123,59,33,2,14.48
124,59,57,2,169.08
125,60,23,2,145.74
126,60,22,2,140.04
127,60,14,1,180.12
128,61,20,2,98.05
129,61,28,2,11
130,61,25,1,204.55
131,62,36,2,45.7
132,62,53,1,85.84
133,62,18,1,105.5
134,63,11,2,131.01
135,63,25,2,196.55
136,64,18,1,112.79
137,64,15,1,109.93
138,64,41,1,56.21
139,65,43,1,56.16
140,66,27,2,143.33
141,66,3,1,172.27
142,66,29,2,35.17
143,67,6,1,185.74
144,68,51,2,163.93
145,68,3,2,187.93
146,69,25,2,208.62
147,70,41,1,63.12
148,70,57,2,147.56
149,71,57,2,147.9
150,71,44,2,119.9
151,71,11,1,131.73
152,72,12,2,169.31
153,72,47,2,33.63
154,72,24,1,47.6
155,73,21,1,178.55
156,73,11,2,131.08
157,73,20,1,93.81
158,74,43,2,55.5
159,75,40,1,118.22
160,75,37,2,173.39
161,75,55,2,92.62
162,76,5,2,139.15
163,77,24,1,44.58
164,77,26,1,89.43
165,78,59,2,74.75
166,78,29,2,34.19
167,79,21,1,194.84
168,80,13,2,206.69
169,81,51,1,162.28
170,82,34,2,78.52
171,82,15,2,111.5
172,83,59,2,67.79
173,84,38,2,197.9
174,84,12,2,152.77
175,84,37,2,167.48
176,85,13,2,209.44
177,85,18,1,112.84
178,86,16,2,165.4
179,87,43,1,53.68
180,88,19,1,30.51
181,89,19,1,33.08
182,89,12,1,149.9
183,90,12,2,159.78
184,90,13,1,203.04
185,91,2,1,21.31
186,91,52,2,196.82
187,92,48,2,67.34
188,92,28,1,11.66
189,93,29,1,35.71
190,93,26,1,92.98
191,94,48,2,64.96
192,94,46,2,103.19
193,94,14,2,180.31
194,95,15,1,120.84
195,95,35,2,11.05
196,95,14,2,190.62
197,96,26,2,86.18
198,97,35,2,10.81
199,97,16,1,152.25
200,98,9,1,105.4
201,98,1,2,163.48
202,98,31,1,210.46
203,99,17,1,170.2
204,99,47,1,35.17
205,100,49,2,48.14
206,100,12,1,158.4
207,101,27,2,149.26
208,101,29,1,31.89
209,102,53,1,88.09
210,103,32,1,77.29
211,103,17,2,173.78
212,103,39,1,24.67
213,104,20,2,102.73
214,104,36,2,47.83
215,104,54,2,71.9
216,105,55,2,85.42
217,106,56,1,12.34
218,106,4,1,62.62
219,106,57,2,161.59
220,107,33,1,15.68
221,107,56,1,11.92
222,107,47,1,34.71
223,108,17,2,173.64
224,108,56,2,12.47
225,109,56,2,12.03
226,109,3,2,165.85
227,109,46,2,100.15
228,110,46,2,98.38
229,110,54,1,71.44
230,110,27,2,135.37
231,111,25,2,222.14
232,111,14,2,185.63
233,111,29,1,35.86
234,112,47,2,35.96
235,113,49,2,47.17
236,113,51,1,162.28
237,113,27,1,139.88
238,114,41,2,55.77
239,114,49,1,48.05
240,115,41,2,60.09
241,116,13,1,190.61
242,117,27,1,135.11
243,117,13,1,200.85
244,118,28,2,12.52
245,118,6,1,198.99
246,119,52,2,174.83
247,120,14,1,175.2
248,120,15,1,112.66
249,120,50,2,203.54
250,121,52,1,198.17
251,121,23,2,159.21
252,121,51,2,162.94
253,122,58,1,80.61
254,122,17,1,164.22
255,122,41,1,61.19
256,123,11,1,130.42
257,123,18,1,110.94
258,124,20,2,102
259,125,1,2,165.69
260,125,30,1,159.52
261,126,48,1,67
262,126,4,1,64.48
263,126,55,2,92.64
264,127,35,2,10.83
265,127,34,2,86.84
266,127,6,2,186.18
267,128,1,1,173.68
268,129,48,1,59.58
269,129,24,1,44.7
270,129,33,1,14.33
271,130,11,1,132.24
272,130,33,1,16.01
273,130,44,2,123.69
274,131,2,1,22.5
275,132,15,1,121.16
276,132,48,1,65.86
277,132,54,1,70.09
278,133,30,2,160.86
279,134,57,2,161.14
280,134,10,1,40.4
281,134,4,2,60.38
282,135,17,1,173.05
283,135,33,2,14.49
284,135,51,1,165.62
285,136,37,2,172.38
286,137,53,1,91.08
287,138,32,2,73.84
288,138,4,1,65.86
289,139,50,1,192.87
290,140,39,1,27.71
291,140,40,2,129.61
292,140,27,2,140.74
293,141,56,1,12.1
294,141,46,2,102.03
295,141,43,1,55.09
296,142,7,1,80.99
297,142,2,2,21.76
298,143,45,1,21.08
299,143,53,1,82.7
300,144,41,2,59.37
301,145,17,2,175.31
302,145,44,1,118.35
303,145,39,1,24.66
304,146,31,1,213
305,146,27,1,139.78
306,147,6,2,211.92
307,147,15,1,112.35
308,147,18,2,107
309,148,9,1,106.79
310,148,48,2,67.05
311,148,26,1,86.68
312,149,6,1,210.44
313,149,33,2,16.54
314,150,3,2,165.42
315,150,27,1,136.09
316,150,46,2,97.91
317,151,45,1,21.21
318,151,17,1,170.2
319,151,36,1,50.59
320,152,40,1,128.62
321,153,29,2,34.03
322,153,31,1,192.13
323,154,5,2,147.23
324,154,42,1,35.03
325,154,60,2,132.87
326,155,35,2,11.62
327,155,44,1,118.24
328,156,52,2,193.63
329,156,12,2,156.67
330,157,1,1,169.12
331,158,34,1,76.72
332,159,51,1,142.37
333,160,10,2,41.93
334,160,46,2,90.41
335,161,6,1,194.16
336,161,46,1,95.62
337,162,26,1,91.31
338,162,6,1,197.89
339,162,41,1,60.37
340,163,31,1,194.52
341,163,32,1,75.34
342,163,47,1,34.44
343,164,6,1,195.82
344,164,45,1,22.75
345,165,54,2,77.06
346,165,29,1,31.96
347,166,36,2,46.72
348,166,34,2,76.39
349,166,50,2,182.08
350,167,23,2,150.73
351,168,32,1,69.07
352,168,17,1,185.12
353,169,57,1,158.68
354,169,4,2,63.56
355,169,53,1,92.26
356,170,10,1,42.73
357,170,49,2,49.67
358,171,45,1,21
359,171,34,1,86.66
360,171,55,1,90.64
361,172,44,2,117.52
362,172,46,2,94.29
363,173,13,2,207.17
364,173,52,1,184.91
365,174,48,2,61.59
366,174,57,2,157.81
367,174,29,2,31.88
368,175,17,2,171.54
369,176,20,2,99.26
370,176,36,1,45.7
371,177,49,1,48.69
372,177,45,2,20.45
373,177,39,2,27.19
374,178,43,1,50.35
375,179,55,1,86.88
376,179,35,1,11.28
377,179,49,1,45.45
378,180,57,2,166.47
379,180,21,2,181.1
380,181,23,2,154.3
381,181,59,2,76.66
382,181,43,2,52.89
383,182,11,1,124.65
384,182,55,1,86.61
385,183,29,2,36.15
386,184,40,1,118.4
387,185,48,2,68.83
388,185,46,2,97.91
389,185,56,1,12.34
390,186,53,1,82.14
391,187,57,2,165.66
392,188,51,2,153.14
393,188,42,2,35.55
394,188,55,2,87.61
395,189,49,2,46.25
396,190,27,2,146.03
397,191,18,1,103.14
398,191,42,2,34.43
399,191,30,2,173.74
400,192,40,1,127.6
401,193,8,1,119.87
402,193,59,1,77.7
403,194,17,1,173.52
404,194,10,1,41.91
405,195,53,1,82.65
406,195,47,2,33.79
407,196,32,2,71.68
408,197,11,2,138.3
409,197,55,2,90.65
410,197,38,2,196.44
411,198,16,2,146.9
412,198,55,1,84.36
413,198,34,1,83.04
414,199,29,2,35.6
415,199,31,1,220.07
416,199,38,1,201.28
417,200,52,1,195.22
418,200,31,1,223.28
419,201,12,2,167
420,202,10,2,38.88
421,203,13,2,183.56
422,204,33,1,16.48
423,204,23,1,146.39
424,204,57,1,160.21
425,205,54,2,75.31
426,205,10,1,42
427,205,16,2,163.7
428,206,27,2,139.34
429,206,32,2,68.49
430,206,35,1,11.46
431,207,54,2,67.91
432,207,51,2,146.73
433,207,40,1,123.13
434,208,16,2,152.59
435,208,55,1,92.18
436,208,29,1,32.38
437,209,59,1,69.55
438,210,40,1,121.52
439,211,53,2,83.97
440,211,34,2,87.45
441,211,10,1,41.43
442,212,26,2,87.72
443,213,39,2,26.29
444,214,51,1,163.74
445,215,49,2,43.68
446,216,40,2,132.19
447,217,22,1,123.75
448,217,23,1,168.89
449,218,15,1,113.93
450,219,34,1,85.91
451,219,27,1,145.36
452,219,25,1,193.38
453,220,46,2,100.1
454,220,58,1,74.05
455,220,52,2,175.66
456,221,18,2,113.42
457,221,55,2,82.25
458,221,7,2,79.34
459,222,40,2,131.17
460,222,4,2,58.73
461,222,39,1,27.11
462,223,46,2,97.18
463,223,39,2,27.33
464,224,36,1,47.71
465,225,33,1,14.64
466,225,20,1,92.6
467,225,45,2,22.51
468,226,32,1,77.03
469,227,50,1,180.58
470,227,31,2,193.61
471,227,1,1,160.32
472,228,20,1,95.7
473,229,32,1,74.08
474,230,36,2,44.97
475,231,55,2,84.91
476,232,7,1,77.92
477,232,47,1,35.59
478,232,49,1,44.12
479,233,36,2,47.22
480,233,22,2,130.38
481,234,34,1,77.22
482,234,7,1,78.49
483,235,57,2,152.27
484,235,18,1,112.23
485,235,27,1,145.22
486,236,2,2,22.22
487,236,11,2,128.9
488,236,18,2,102.18
489,237,14,2,197.6
490,237,9,1,98.49
491,237,52,2,179.33
492,238,43,1,55.68
493,238,2,2,21.63
494,239,45,1,20.15
495,240,33,1,15.98
496,241,16,1,164.63
497,241,6,1,192.86
498,242,46,2,97.13
499,242,10,1,41.6
500,242,20,2,95.96
501,243,30,2,176.23
502,244,40,2,132.58
503,244,45,2,20.51
504,245,30,2,169.86
505,245,18,2,111.55
506,245,27,1,137.2
507,246,48,1,65.08
508,246,24,2,43.66
509,247,23,1,163.08
510,247,19,2,31.91
511,247,7,1,72.27
512,248,41,2,60.09
513,248,46,2,92.51
514,248,54,2,75.37
515,249,8,1,115.23
516,249,59,2,68.39
517,250,55,1,89.05
518,251,36,1,45.26
519,251,21,2,188.25
520,252,17,2,184.11
521,252,45,2,19.76
522,253,58,1,83.52
523,254,1,2,155.08
524,254,34,1,77.78
525,255,38,2,207.96
526,255,55,2,92.28
527,255,30,2,175.47
528,256,57,1,168.85
529,256,35,1,11.89
530,256,16,2,157.2
531,257,14,2,190.37
532,257,36,2,44.74
533,257,43,2,53.39
534,258,15,1,112.17
535,259,35,1,10.95
536,260,33,1,14.64
537,260,18,2,116.7
538,260,52,2,184.46
539,261,3,1,188.54
540,262,2,2,22.39
541,262,15,2,107.93
542,262,11,2,121.05
543,263,5,1,158.19
544,264,31,1,220.53
545,265,48,2,66.39
546,265,7,2,83.18
547,265,34,2,84.62
548,266,44,1,135.72
549,267,32,2,70.05
550,267,59,1,73.45
551,268,44,1,129.49
552,268,39,1,26.37
553,268,11,1,134.3
554,269,2,1,22.95
555,269,10,2,38.7
556,270,59,2,70.74
557,270,8,1,109.81
558,271,58,2,80
559,272,18,2,107.12
560,273,37,1,158.77
561,273,23,2,149.67
562,273,54,1,72.61
563,274,41,1,62.67
564,275,9,2,103.14
565,276,51,2,145.59
566,276,5,1,139.5
567,276,56,1,10.96
568,277,33,1,16.27
569,277,11,2,129.77
570,277,23,2,154.46
571,278,52,2,173.17
572,278,16,2,146
573,279,38,1,195.17
574,279,17,1,167.82
575,279,31,2,205.28
576,280,17,1,177.7
577,280,38,2,198.57
578,280,40,2,130.15
579,281,18,2,115.41
580,282,36,2,47.83
581,282,49,2,44.61
582,282,21,2,182.55
583,283,30,2,165.65
584,283,17,1,175.15
585,283,34,1,76.12
586,284,56,1,12.1
587,284,24,2,48.04
588,284,26,1,91.65
589,285,9,1,98.38
590,285,37,2,163.3
591,286,21,1,172.26
592,286,45,2,20.11
593,286,6,1,186.33
594,287,18,1,108.8
595,287,48,2,60.92
596,288,33,2,15.69
597,288,35,2,10.94
598,288,34,1,77.44
599,289,33,2,15.76
600,290,12,1,155.69
601,290,36,1,48.6
602,291,33,2,15.1
603,291,28,1,12.43
604,292,43,1,52.02
605,293,18,2,107.37
606,293,1,2,175.77
607,294,28,2,12.6
608,294,13,1,205.34
609,295,41,2,57.86
610,296,35,2,11.62
611,296,56,1,10.9
612,296,45,2,20.17
613,297,43,2,51.03
614,297,54,1,73.22
615,297,8,1,111.94
616,298,35,1,10.88
617,299,46,2,102.36
618,300,15,2,107.98
619,300,46,1,98.88
620,301,17,2,170.67
621,301,2,2,23.48
622,302,44,1,136.02
623,302,10,2,40.32
624,303,54,2,76.59
625,303,15,2,117.27
626,304,22,2,123.76
627,304,57,2,161.99
628,304,53,1,85.38
629,305,8,2,117.89
630,305,17,2,186.59
631,306,8,2,116.6
632,306,17,2,180.72
633,306,36,2,51.11
634,307,24,1,49.32
635,307,33,2,15.56
636,308,45,1,19.91
637,308,39,1,26.5
638,309,41,2,58.61
639,310,29,2,32.51
640,311,26,1,94.09
641,312,55,2,83.22
642,313,2,2,20.67
643,314,53,1,84.09
644,314,38,2,197.54
645,315,17,1,169.51
646,315,20,2,93.7
647,315,56,1,11.29
648,316,56,1,11.03
649,316,41,1,63.61
650,317,57,2,166.16
651,318,23,1,156.07
652,318,18,2,107.76
653,319,6,2,186.91
654,319,54,2,74.68
655,319,46,2,101.5
656,320,59,1,70.48
657,321,21,2,177.83
658,322,39,2,26.64
659,323,40,2,117.16
660,323,16,1,163.82
661,323,15,1,110.8
662,324,25,2,191.55
663,325,5,2,153.21
664,325,8,2,103.91
665,326,41,1,56.64
666,326,24,1,44.09
667,327,6,1,207.89
668,328,37,2,166.06
669,328,60,2,135.96
670,328,44,1,121.47
671,329,17,2,179.43
672,330,3,2,181.09
673,331,42,1,38.36
674,331,9,1,109.25
675,332,38,1,215.81
676,333,45,2,22.63
677,333,18,2,117.34
678,334,51,1,158.5
679,335,1,1,160.27
680,335,50,1,178.56
681,336,38,1,214.32
682,337,56,2,12.02
683,337,20,1,92.72
684,337,29,2,36.19
685,338,33,2,14.66
686,339,24,1,43.4
687,340,23,2,155.79
688,340,15,1,121.25
689,340,38,2,200.53
690,341,36,1,46.35
691,341,20,2,93.96
692,341,7,1,82.83
693,342,17,2,166.94
694,342,34,1,80.97
695,343,32,1,75.96
696,343,43,1,54.15
697,344,20,1,98.58
698,344,8,2,106.09
699,344,5,1,143.19
700,345,59,2,67.31
701,346,49,2,49.1
702,347,43,1,49.56
703,348,19,1,31.12
704,349,41,1,62.12
705,349,46,1,103.26
706,350,32,1,76.57
707,350,18,2,103.02
708,351,13,2,199.62
709,351,17,2,176.39
710,351,42,1,38.23
711,352,4,1,59.32
712,352,50,2,179.29
713,352,57,1,159.75
714,353,29,2,32.42
715,353,18,2,111.77
716,353,36,2,50.71
717,354,11,1,125.66
718,354,23,2,167.28
719,354,52,2,187.71
720,355,53,2,87.16
721,355,11,2,137.86
722,355,2,2,21.36
723,356,10,2,42.87
724,357,41,1,56.98
725,358,28,2,11.02
726,358,10,1,37.8
727,358,3,1,185.43
728,359,12,1,161.68
729,359,5,1,150.18
730,360,60,2,126.7
731,361,40,2,127.92
732,361,27,2,150.55
733,362,58,2,82.78
734,363,59,2,73.28
735,364,28,2,12.22
736,364,43,1,51.36
737,365,48,2,60.28
738,365,55,2,84.26
739,366,24,1,44.6
740,367,13,2,186.92
741,368,47,2,33.11
742,368,34,1,80.52
743,369,11,2,134.77
744,370,16,1,159.71
745,370,21,2,186.39
746,371,12,2,156.81
747,372,41,1,62.8
748,373,24,2,47.06
749,373,45,1,19.64
750,373,60,1,135.23
751,374,24,1,48.97
752,374,42,2,39.12
753,374,7,1,83.99
754,375,5,1,154.62
755,376,52,2,188.07
756,376,19,2,30.01
757,376,16,1,160.2
758,377,59,2,67.94
759,377,26,1,95.33
760,378,34,1,84.8
761,378,28,2,11.52
762,378,2,2,20.63
763,379,51,2,161.64
764,380,16,2,160.21
765,381,38,1,209.79
766,381,13,2,206.76
767,381,39,2,26.25
768,382,59,1,73.7
769,382,41,1,58.28
770,382,10,1,39.42
771,383,27,1,134.41
772,383,40,1,122.26
773,383,20,1,102.8
774,384,37,1,168.23
775,384,49,2,49.11
776,385,38,2,211.69
777,385,43,2,53.46
778,385,41,2,59.79
779,386,59,2,70.32
780,387,47,2,33.63
781,387,48,2,60.33
782,388,51,2,164.97
783,388,1,2,155.72
784,389,43,1,53.91
785,389,51,1,156.35
786,390,15,1,108.41
787,391,12,2,155.25
788,392,16,2,160.99
789,393,3,1,179.25
790,394,60,1,122.88
791,395,22,1,140.21
792,395,53,2,86.35
793,396,41,1,60.14
794,397,1,1,162.47
795,397,13,2,191.11
796,398,25,1,217.31
797,398,35,2,11.73
798,398,10,1,42.96
799,399,19,2,32.87
800,400,50,2,189.02
801,400,37,2,159.9
802,400,55,2,91.3
803,401,13,1,188.76
804,401,2,1,22.71
805,402,22,2,133.53
806,402,51,1,142.53
807,403,21,2,193.37
808,403,24,1,44.88
809,403,5,1,159.45
810,404,42,2,37.5
811,405,25,2,216.84
812,405,55,1,92.42
813,406,51,1,143.8
814,406,32,2,69.35
815,407,4,2,66.32
816,407,46,2,99.23
817,407,48,1,63.8
818,408,9,1,97.37
819,408,1,2,166.99
820,409,8,2,104.53
821,409,22,1,121.84
822,409,36,2,45.58
823,410,28,2,12.55
824,410,31,2,198.47
825,410,53,2,84.33
826,411,6,2,204.36
827,411,16,2,155.79
828,411,41,1,56.48
829,412,51,2,156.79
830,412,7,2,75.31
831,413,48,2,65.69
832,413,35,2,11.34
833,414,36,1,46.59
834,415,15,1,117.34
835,415,35,2,12.27
836,416,24,2,48.25
837,416,6,2,191.37
838,416,42,1,37.41
839,417,6,1,184.19
840,418,21,2,190.76
841,419,20,1,97.74
842,419,40,2,128.73
843,420,32,1,72.24
844,420,56,2,11.7
845,420,14,2,185.98
846,421,21,1,178.96
847,421,23,2,151.73
848,422,38,1,192.81
849,423,32,1,79.43
850,424,47,2,35.41
851,424,54,2,78.03
852,425,8,1,112.22
853,425,5,1,139.15
854,425,15,1,118.33
855,426,44,2,124.52
856,427,48,2,67.71
857,427,6,1,190.53
858,428,44,2,130.4
859,428,15,2,113.77
860,428,60,2,128.27
861,429,33,1,16.42
862,429,14,2,185.06
863,430,8,2,105.5
864,430,31,2,203.6
865,431,32,1,74.42
866,431,28,1,11.04
867,431,14,2,184.56
868,432,20,1,99.34
869,432,18,1,114.73
870,432,1,2,172.02
871,433,48,1,61.91
872,433,4,1,57.84
873,434,11,1,123.29
874,434,37,2,174.58
875,434,9,1,104.76
876,435,31,1,201.93
877,435,38,1,188.85
878,436,53,2,85.36
879,436,30,2,173.99
880,436,25,1,193.66
881,437,57,2,150.73
882,437,15,1,118.66
883,438,21,1,195.84
884,439,22,1,126.94
885,440,25,1,215.26
886,440,44,2,129.22
887,441,59,2,73.99
888,442,4,1,63.98
889,442,46,1,96.88
890,442,29,2,32.46
891,443,25,2,210.08
892,443,17,2,164.25
893,443,47,1,36.73
894,444,51,1,146.83
895,445,24,2,44.46
896,446,35,2,11.16
897,446,31,2,213.63
898,447,15,2,118.73
899,448,6,2,195.59
900,448,45,2,20.15
901,448,54,2,73.62
902,449,9,1,105.55
903,450,59,1,77.99
904,450,9,1,95.6
905,451,57,1,158.79
906,451,36,2,44.23
907,452,49,1,46.07
908,452,46,1,104.98
909,452,30,1,168.51
910,453,29,2,32.2
911,453,59,2,72.45
912,453,25,1,212.76
913,454,37,2,171.82
914,454,35,1,12.06
915,455,25,2,192.14
916,455,33,1,16.14
917,456,19,1,32.22
918,457,13,1,208.14
919,458,16,1,148.93
920,459,42,2,35.1
921,459,58,2,75.04
922,460,11,1,120.13
923,461,1,2,158.32
924,461,5,2,155.71
925,461,15,1,113.75
926,462,36,2,44.97
927,462,35,1,10.82
928,463,1,1,157.24
929,464,4,1,57.61
930,464,38,1,199.88
931,464,20,2,92.54
932,465,37,2,166.59
933,466,57,2,159.83
934,466,20,2,99.83
935,466,21,1,170.52
936,467,19,1,32.19
937,467,6,2,195.7
938,468,2,1,21.41
939,468,37,2,164.83
940,468,17,1,162.69
941,469,54,1,68.97
942,469,42,1,34.12
943,469,7,1,72.81
944,470,49,2,44.08
945,470,20,1,94.69
946,470,28,2,11.44
947,471,37,2,163.18
948,472,45,1,21.73
949,473,56,1,12.19
950,474,1,2,155.24
951,475,22,2,140.45
952,475,17,2,162.39
953,475,40,1,116.38
954,476,12,2,149.52
955,477,8,2,109.85
956,477,18,1,117.48
957,478,35,1,12.09
958,478,60,1,133.73
959,479,32,2,75.66
960,480,28,1,11.62
961,480,48,1,60.19
962,480,42,2,34.59
963,481,23,2,165.55
964,481,45,2,21.19
965,482,52,2,198.26
966,483,40,2,132.45
967,484,29,2,36.67
968,485,15,2,106.15
969,485,24,2,47.38
970,486,41,2,58.15
971,486,23,1,164.71
972,486,52,1,200.37
973,487,33,2,15.8
974,488,32,2,69.79
975,489,47,2,34.38
976,489,51,2,147.02
977,490,15,2,106.75
978,491,41,2,59.79
979,491,11,1,131.16
980,491,12,1,157.64
981,492,46,2,98.41
982,493,41,2,56.62
983,493,14,2,179.59
984,494,30,2,174.36
985,494,20,1,95.73
986,495,12,1,163.14
987,495,33,2,15.91
988,496,28,1,11.61
989,496,58,1,78.96
990,497,1,1,156.58
991,497,31,1,192.95
992,498,40,1,116.1
993,498,56,1,10.76
994,498,37,2,165.91
995,499,13,2,205.13
996,500,4,2,65.04
997,500,49,2,45.07
998,500,3,2,190.46
999,501,22,1,123.9
1000,502,7,2,75.18
1001,502,28,1,12.54
1002,503,42,1,38.18
1003,504,17,1,172.43
1004,505,53,1,89.28
1005,505,29,1,34.83
1006,506,47,1,37.42
1007,506,55,2,90.63
1008,506,50,1,176.3
1009,507,55,2,85.87
1010,507,22,1,124.78
1011,507,15,1,116.59
1012,508,35,2,11.16
1013,508,25,2,215.75
1014,509,60,2,131.15
1015,510,48,2,63.2
1016,510,45,2,22.82
1017,510,36,1,51.15
1018,511,35,2,11.87
1019,511,32,1,69.46
1020,511,45,2,21.26
1021,512,30,2,178.59
1022,513,47,1,34.45
1023,513,16,2,146.68
1024,514,34,1,80.33
1025,514,48,1,64.71
1026,514,54,1,67.09
1027,515,12,1,164.23
1028,515,5,1,156.66
1029,516,42,2,37.16
1030,516,11,1,136.26
1031,516,49,1,46.37
1032,517,51,1,164.49
1033,517,31,2,206.93
1034,517,9,1,108.87
1035,518,4,2,65.53
1036,518,19,2,31.66
1037,519,9,2,101.88
1038,519,6,2,191.41
1039,520,45,2,22.19
1040,520,15,2,109.47
1041,521,25,1,191.51
1042,522,49,1,44.16
1043,522,26,2,93.45
1044,522,18,2,117.12
1045,523,22,1,136.75
1046,523,46,2,104.81
1047,524,23,2,157.88
1048,524,32,1,77.55
1049,525,59,2,75.97
1050,525,36,2,45.92
1051,526,50,2,187.75
1052,526,11,2,138.14
1053,527,45,1,21.21
1054,527,21,1,185.99
1055,527,50,2,184.27
1056,528,52,1,192.75
1057,528,46,2,97.47
1058,529,48,2,64.09
1059,530,28,2,12.07
1060,531,50,2,204.23
1061,532,3,2,176.97
1062,532,52,1,183.51
1063,533,31,2,194.1
1064,533,20,2,105.66
1065,534,13,2,191.66
1066,534,30,2,180.5
1067,534,42,1,34.49
1068,535,50,1,184.18
1069,535,1,1,174.77
1070,535,38,1,211.65
1071,536,37,1,162.37
1072,537,17,2,165.64
1073,537,48,2,63.07
1074,538,40,1,120.28
1075,538,24,2,48.57
1076,538,3,2,175.49
1077,539,14,1,189.43
1078,539,18,2,111.63
1079,539,45,2,20.53
1080,540,45,2,22.03
1081,540,21,2,185.36
1082,541,36,2,47.52
1083,541,26,2,94.21
1084,542,15,2,110.72
1085,542,31,1,193.88
1086,543,59,1,75.21
1087,544,3,1,179.74
1088,544,51,1,146.88
1089,545,3,1,191.45
1090,545,50,2,176.21
1091,545,45,2,20.01
1092,546,28,2,11.82
1093,546,10,2,42.48
1094,546,4,2,60.23
1095,547,5,1,161.62
1096,547,13,1,209.67
1097,548,41,2,56.63
1098,548,53,1,88.06
1099,549,55,2,90.1
1100,549,27,1,146.91
1101,549,31,2,220.38
1102,550,38,1,186.24
1103,550,1,1,166.4
1104,551,53,1,83.98
1105,551,29,1,33.72
1106,551,9,1,97.54
1107,552,21,1,180.26
1108,553,58,1,76.84
1109,554,11,1,121.38
1110,555,38,1,201.88
1111,556,58,2,82.32
1112,557,18,1,117.1
1113,558,27,2,151.22
1114,558,21,2,179.32
1115,559,58,2,82.97
1116,560,37,1,170.81
1117,560,41,1,64.5
1118,560,15,2,116.63
1119,561,24,2,44.86
1120,561,33,1,15.22
1121,561,6,1,186.24
1122,562,24,2,44.32
1123,562,14,2,185.3
1124,562,25,2,208.57
1125,563,28,2,12.52
1126,563,55,2,87.21
1127,563,11,2,122.18
1128,564,15,2,109.22
1129,564,1,2,176.3
1130,564,22,1,132.19
1131,565,7,1,77.38
1132,565,12,2,161.48
1133,566,21,1,178.77
1134,567,11,1,121.92
1135,568,50,1,180.55
1136,568,24,1,49.55
1137,568,31,2,198.17
1138,569,26,1,85.35
1139,570,12,2,162.47
1140,570,18,2,117.47
1141,570,20,2,101.17
1142,571,36,2,50.64
1143,571,18,2,101.58
1144,571,4,2,66.2
1145,572,48,2,65.1
1146,572,5,2,154.31
1147,573,25,2,203.6
1148,573,24,2,49.11
1149,573,59,1,68.06
1150,574,47,1,38.43
1151,574,53,2,91.87
